124481,2017-06-09 01:52:26,0.210001,buy,32202.513
124482,2017-06-09 01:52:27,0.210001,buy,100.0
124483,2017-06-09 01:52:35,0.210001,buy,5515.525
124484,2017-06-09 01:52:42,0.21,sell,168.4605
124485,2017-06-09 01:52:42,0.21,sell,609.4538
124486,2017-06-09 01:52:44,0.210001,buy,1612.516
124487,2017-06-09 01:52:45,0.210001,buy,10251.998
124488,2017-06-09 01:52:45,0.210001,buy,23106.976
124489,2017-06-09 01:52:47,0.210001,buy,4620.798
124490,2017-06-09 01:52:57,0.215,sell,539.534
124491,2017-06-09 01:52:57,0.210001,sell,36882.194
124492,2017-06-09 01:52:57,0.210001,sell,2904.748
124493,2017-06-09 01:52:57,0.210001,sell,50.0
124494,2017-06-09 01:52:57,0.21,sell,1300.6412
124495,2017-06-09 01:52:57,0.21,sell,10000.0
124496,2017-06-09 01:52:57,0.21,sell,20912.0
124497,2017-06-09 01:52:57,0.21,sell,10959.047
124498,2017-06-09 01:52:57,0.21,sell,5258.761
124499,2017-06-09 01:53:04,0.21,buy,2454.428
124500,2017-06-09 01:53:05,0.21,buy,30357.2418
124501,2017-06-09 01:53:06,0.210005,sell,1093.2182
124502,2017-06-09 01:53:09,0.208,sell,426.153
124503,2017-06-09 01:53:09,0.208,sell,2886.5749
124504,2017-06-09 01:53:10,0.21,buy,952.376
124505,2017-06-09 01:53:12,0.21,buy,1796.5598
124506,2017-06-09 01:53:31,0.218998,buy,141.858
124507,2017-06-09 01:53:44,0.218999,sell,2409.569
124508,2017-06-09 01:54:34,0.215999,buy,537.6012
124509,2017-06-09 01:54:48,0.215999,sell,9990.0
124510,2017-06-09 01:54:49,0.215999,sell,9472.3988
124511,2017-06-09 01:55:01,0.215999,buy,2337.962
124512,2017-06-09 01:55:03,0.21,sell,15004.733
124513,2017-06-09 01:55:18,0.21,sell,1477.5121
124514,2017-06-09 01:55:27,0.215999,buy,1519.2263
124515,2017-06-09 01:55:27,0.215999,buy,13480.7737
124516,2017-06-09 01:55:35,0.21,sell,1764.0711
124517,2017-06-09 01:55:35,0.21,sell,5060.2088
124518,2017-06-09 01:55:39,0.215999,buy,8401.288
124519,2017-06-09 01:55:51,0.2158,buy,464.585
124520,2017-06-09 01:55:52,0.2158,buy,1000.0
124521,2017-06-09 01:55:58,0.2158,buy,2905.468
124522,2017-06-09 01:56:13,0.2158,buy,6520.667
124523,2017-06-09 01:56:25,0.210001,sell,531.8846
124524,2017-06-09 01:56:31,0.210001,buy,3178.239
124525,2017-06-09 01:56:35,0.210001,buy,8000.0
124526,2017-06-09 01:56:38,0.21,sell,198.8529
124527,2017-06-09 01:56:40,0.21,sell,77.1156
124528,2017-06-09 01:56:43,0.210001,buy,500.0
124529,2017-06-09 01:56:47,0.21,sell,2840.8043
124530,2017-06-09 01:56:54,0.210001,buy,2729.8764
124531,2017-06-09 01:56:54,0.210001,buy,12730.3826
124532,2017-06-09 01:56:56,0.21,sell,14123.9704
124533,2017-06-09 01:56:57,0.21,buy,250.0
124534,2017-06-09 01:57:05,0.21,buy,500.0
124535,2017-06-09 01:57:11,0.21,buy,4705.4566
124536,2017-06-09 01:57:11,0.21,buy,1598.1144
124537,2017-06-09 01:57:18,0.21,buy,10309.76
124538,2017-06-09 01:57:41,0.209999,buy,521.0583
124539,2017-06-09 01:57:41,0.21,buy,824.1256
124540,2017-06-09 01:58:12,0.210001,buy,23899.886
124541,2017-06-09 01:58:42,0.210001,buy,4736.8146
124542,2017-06-09 01:58:42,0.210001,buy,155.4673
124543,2017-06-09 01:59:00,0.213,buy,16018.266
124544,2017-06-09 01:59:39,0.217,buy,1848.1508
124545,2017-06-09 01:59:45,0.217,sell,3283.0386
124546,2017-06-09 01:59:54,0.218699,buy,1934.156
124547,2017-06-09 01:59:56,0.217,sell,12103.8306
124548,2017-06-09 01:59:57,0.217,buy,16328.212
124549,2017-06-09 02:00:04,0.217,buy,494.4872
124550,2017-06-09 02:00:31,0.21599,buy,361.64
124551,2017-06-09 02:00:48,0.21589,buy,1115.792
124552,2017-06-09 02:00:52,0.21589,buy,2000.0
124553,2017-06-09 02:00:59,0.211001,sell,738.261
124554,2017-06-09 02:01:10,0.211001,sell,2868.755
124555,2017-06-09 02:01:10,0.211,sell,1446.6233
124556,2017-06-09 02:01:16,0.212,sell,2591.5936
124557,2017-06-09 02:01:25,0.212,sell,119.7141
124558,2017-06-09 02:01:31,0.215799,buy,515.4229
124559,2017-06-09 02:01:34,0.2158,buy,23876.1296
124560,2017-06-09 02:01:47,0.21589,buy,2180.2926
124561,2017-06-09 02:01:50,0.21589,sell,7537.1554
124562,2017-06-09 02:01:50,0.2158,sell,35099.721
124563,2017-06-09 02:02:11,0.216,buy,1000.0
124564,2017-06-09 02:02:12,0.216,buy,5000.0
124565,2017-06-09 02:02:16,0.216,buy,4299.4502
124566,2017-06-09 02:02:24,0.216,sell,2548.8755
124567,2017-06-09 02:02:41,0.217,buy,8717.7932
124568,2017-06-09 02:02:45,0.217,sell,12577.0844
124569,2017-06-09 02:02:52,0.217,sell,24248.019
124570,2017-06-09 02:02:52,0.217,sell,3175.0608
124571,2017-06-09 02:02:57,0.217,sell,2902.5626
124572,2017-06-09 02:03:17,0.219,buy,1290.365
124573,2017-06-09 02:03:21,0.219,buy,2714.202
124574,2017-06-09 02:03:29,0.219,sell,1675.021
124575,2017-06-09 02:03:29,0.217,sell,2206.58
124576,2017-06-09 02:03:30,0.217,buy,4602.447
124577,2017-06-09 02:03:56,0.217,buy,4336.912
124578,2017-06-09 02:04:08,0.217,buy,881.751
124579,2017-06-09 02:05:33,0.216,buy,1000.0
124580,2017-06-09 02:05:39,0.216,buy,1219.9708
